seed,absolute_min_distance,target_gap_to_black,final_step,final_cv_nnd,pigment_count,yellow_fraction,red_fraction,black_fraction,order_score
7,3.0,4.0,119,0.1573370423253395,184,0.33152173913043476,0.043478260869565216,0.625,1.7776645046712887
17,3.0,4.0,119,0.17691860971513831,183,0.3224043715846995,0.0273224043715847,0.6502732240437158,1.9519396892035892
27,3.0,4.0,119,0.1557089008413403,182,0.3131868131868132,0.054945054945054944,0.6318681318681318,1.6169569462033317
7,3.0,5.0,119,0.16379927217514811,187,0.31016042780748665,0.026737967914438502,0.6631016042780749,2.2510927804224865
17,3.0,5.0,119,0.16760533842953035,183,0.31693989071038253,0.0273224043715847,0.6557377049180327,2.083466693503711
27,3.0,5.0,119,0.1491173459014596,180,0.3,0.044444444444444446,0.6555555555555556,1.9133095538135676
7,3.0,6.0,119,0.15571721305637812,183,0.32786885245901637,0.03825136612021858,0.6338797814207651,1.9015728664036446
17,3.0,6.0,119,0.16325659447829727,179,0.3128491620111732,0.0223463687150838,0.664804469273743,2.173260878593913
27,3.0,6.0,119,0.16753657059468133,179,0.30726256983240224,0.05027932960893855,0.6424581005586593,1.5471815142700005
7,3.0,7.0,119,0.16981446501427164,175,0.3028571428571429,0.045714285714285714,0.6514285714285715,1.51567918686953
17,3.0,7.0,119,0.1893119797164408,171,0.2982456140350877,0.04093567251461988,0.6608187134502924,1.3929783188251277
27,3.0,7.0,119,0.15160500796030785,172,0.29069767441860467,0.05232558139534884,0.6569767441860465,1.5704683240728956
7,3.5,3.0,119,0.15114679939044967,169,0.3076923076923077,0.04142011834319527,0.650887573964497,1.6278424309120532
17,3.5,3.0,119,0.12214087246105611,170,0.32941176470588235,0.041176470588235294,0.6294117647058823,1.9901225456954614
27,3.5,3.0,119,0.13624753998861,170,0.3,0.041176470588235294,0.6588235294117647,1.8984325443309888
7,3.5,4.0,119,0.13229081006264407,175,0.32571428571428573,0.04,0.6342857142857142,1.9843026831029704
17,3.5,4.0,119,0.12315316179739538,177,0.3389830508474576,0.03954802259887006,0.6214689265536724,2.172330440021471
27,3.5,4.0,119,0.13192320443546038,176,0.29545454545454547,0.045454545454545456,0.6590909090909091,2.046758682528645
7,3.5,5.0,119,0.13565467196810313,180,0.3333333333333333,0.044444444444444446,0.6222222222222222,1.9311113375699103
17,3.5,5.0,119,0.12205069153228776,184,0.34782608695652173,0.059782608695652176,0.592391304347826,1.8476786230516078
27,3.5,5.0,119,0.1328525776300665,178,0.30337078651685395,0.06179775280898876,0.6348314606741573,1.6961060557096643
7,3.5,6.0,119,0.13275819105365763,178,0.3258426966292135,0.016853932584269662,0.6573033707865169,2.6999686568400794
17,3.5,6.0,119,0.1307218555580145,173,0.3063583815028902,0.05202312138728324,0.6416184971098265,1.793080705838279
27,3.5,6.0,119,0.1256439282093042,171,0.27485380116959063,0.04678362573099415,0.6783625730994152,2.0556293067504625
7,3.5,7.0,119,0.14841673353198556,162,0.2777777777777778,0.030864197530864196,0.691358024691358,1.7851571107242126
17,3.5,7.0,119,0.1449535394239039,163,0.294478527607362,0.049079754601226995,0.656441717791411,1.4783166126273377
27,3.5,7.0,119,0.13656153461339274,166,0.2891566265060241,0.05421686746987952,0.6566265060240963,1.5667059980134914
7,4.0,3.0,119,0.11472859614604462,158,0.3291139240506329,0.0379746835443038,0.6329113924050633,1.7974694491534364
17,4.0,3.0,119,0.11693139006783987,159,0.3584905660377358,0.012578616352201259,0.6289308176100629,2.3088604537661546
27,4.0,3.0,119,0.1181194321998452,157,0.3057324840764331,0.050955414012738856,0.643312101910828,1.576211316048413
7,4.0,4.0,119,0.1072848335430171,163,0.3067484662576687,0.03067484662576687,0.6625766871165644,2.3770816541937756
17,4.0,4.0,119,0.11049178293281978,167,0.3532934131736527,0.03592814371257485,0.6107784431137725,2.12600294058647
27,4.0,4.0,119,0.10521511852766716,166,0.3373493975903614,0.05421686746987952,0.608433734939759,1.8370784307627832
7,4.0,5.0,119,0.12229715928640694,165,0.3090909090909091,0.03636363636363636,0.6545454545454545,2.0036623727401257
17,4.0,5.0,119,0.11477367535334226,167,0.3413173652694611,0.029940119760479042,0.6287425149700598,2.254896030721875
27,4.0,5.0,119,0.11667219760410448,169,0.33727810650887574,0.03550295857988166,0.6272189349112426,2.161600059661173
7,4.0,6.0,119,0.1100461873359119,164,0.31097560975609756,0.024390243902439025,0.6646341463414634,2.5118090761625287
17,4.0,6.0,119,0.11007200676579816,162,0.32098765432098764,0.037037037037037035,0.6419753086419753,2.09005538132651
27,4.0,6.0,119,0.11873132182156837,167,0.3413173652694611,0.029940119760479042,0.6287425149700598,2.1828034746675864
7,4.0,7.0,119,0.12029100204424732,158,0.310126582278481,0.04430379746835443,0.6455696202531646,1.6559071190912156
17,4.0,7.0,119,0.12726999770794858,159,0.3081761006289308,0.03773584905660377,0.6540880503144654,1.7537329788378886
27,4.0,7.0,119,0.11791870014766244,154,0.2922077922077922,0.05194805194805195,0.6558441558441559,1.5245727159444973
